brand,model,size,resolution,ref_rate,res_rate,panel_type,asp_ratio,price
Dell,E1913,19.0,1440 x 900,60,5,,16:10,
Sony,SSML22F1,21.5,1920 x 1080,,,,16:9,
ViewSonic,VA926-LED,19.0,1280 x 1024,,5,,5:4,
Asus,PA249Q,24.0,1920 x 1200,,6,IPS,16:10,
Acer,B243PWLAJbmdrz,24.0,1920 x 1200,60,14,IPS,16:10,
AOC,E960SRDA,19.0,1280 x 1024,60,5,TN,5:4,
Dell,E2213H,21.5,1920 x 1080,60,5,TN,16:9,
HP,P221,21.5,1920 x 1080,60,5,TN,16:9,
HP,P201m,20.0,1600 x 900,,5,TN,16:9,
HP,C9V73A8#ABA,20.0,1600 x 900,,5,TN,16:9,261.73
HP,C9V75A8#ABA,23.0,1920 x 1080,60,5,TN,16:9,
HP,E221,21.5,1920 x 1080,60,5,TN,16:9,
Samsung,C27A650X,27.0,1920 x 1080,,8,,16:9,
Samsung,NS240,24.0,1920 x 1200,,5,,16:10,
Samsung,S19C200NY,18.5,1366 x 768,,5,TN,16:9,
Samsung,S19C450BR,19.0,1280 x 1024,,5,TN,5:4,
Samsung,S22C650D,21.5,1920 x 1080,,5,IPS,16:9,
Samsung,S23C200B,23.0,1920 x 1080,,5,,16:9,
LG,19CNV42K-BL,19.0,1440 x 900,,5,,16:10,
LG,19EN33S-B,18.5,1366 x 768,,,TN,16:9,
LG,24EB23PY-B,24.0,1920 x 1200,60,5,IPS,16:10,
LG,27EN43V-B,27.0,1920 x 1080,60,5,TN,16:9,
LG,29EA93-P,29.0,2560 x 1080,60,5,IPS,21:9,
LG,29EB93-P,29.0,2560 x 1080,60,5,IPS,21:9,
LG,D2343P-BN,23.0,1920 x 1080,60,5,IPS,16:9,
LG,E2411PB-BN,24.0,1920 x 1080,,5,,16:9,
CTL,MTLP2701,27.0,1920 x 1080,,2,,16:9,
DoubleSight,DS-279W,27.0,2560 x 1440,60,6,IPS,16:9,
Eizo,FS2333-BK,23.0,1920 x 1080,60,,IPS,16:9,
Lenovo,LT1712p,17.0,1280 x 1024,75,5,TN,5:4,
Philips,220S4LSB,22.0,1680 x 1050,60,5,,16:10,
Philips,221S3UCB,21.5,1920 x 1080,60,5,,16:9,414.59
Planar,997-7019-00,22.0,1920 x 1080,60,5,,16:9,
Planar,PXL2760MW,27.0,1920 x 1080,60,,,16:9,
V7,LED26W3S-9N,26.0,1920 x 1080,,5,,16:9,
AOC,e2060Sn,20.0,1600 x 900,60,5,TN,16:9,
Lenovo,60A0MAR1US,19.5,1600 x 900,75,5,,16:9,
Acer,G206HQLbd,19.5,1600 x 900,60,5,TN,16:9,
Asus,PQ321Q,31.5,3840 x 2160,,8,,16:9,
AOC,aoc E2460SWHU,23.6,1920 x 1080,60,2,TN,16:9,
Acer,S200HQLbd,19.5,1600 x 900,60,5,,16:9,
BenQ,BENQ XL2420T,24.0,1920 x 1080,120,2,,16:9,
Dell,U2312HM,23.0,1920 x 1080,60,8,IPS,16:9,
Dell,P2312H,23.0,1920 x 1080,60,5,TN,16:9,
Philips,ph-278C4QHSN,27.0,1920 x 1080,60,7,IPS,16:9,
V7,D185W1-8N,18.5,1366 x 768,60,5,,16:9,
LG,29EB73-P,29.0,2560 x 1080,75,5,IPS,21:9,
AOC,E2360SD,23.0,1920 x 1080,60,5,TN,16:9,
LG,22EB23P-B,22.0,1680 x 1050,60,5,TN,16:10,
LG,TM2792D-SN,27.0,1920 x 1080,75,5,IPS,16:9,
HP,HP LA2205WG-NEW,22.0,1680 x 1050,60,,TN,16:10,
NEC,PA242W-BK,24.0,1920 x 1200,60,8,IPS,16:10,524.03
Dell,E2314H,23.0,1920 x 1080,60,5,TN,16:9,
LG,19CNV42K-B,19.0,1440 x 900,60,5,,16:10,
Crossover,2763AMG,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,27QW HDMI IPS LED,27.0,2560 x 1440,60,6,IPS,16:9,
Crossover,290HD IPS LED,29.0,2560 x 1080,60,5,IPS,21:9,
QNIX,QX2710 Perfect Pixel,27.0,2560 x 1440,60,8,PLS,16:9,
Samsung,S27C450D,27.0,1920 x 1080,60,5,TN,16:9,
Philips,19B4LCB5,19.0,1280 x 1024,60,5,TN,5:4,
Crossover,27QW DP IPS,27.0,2560 x 1440,60,6,IPS,16:9,
QNIX,QX2710 Evolution II Matte Perfect,27.0,2560 x 1440,60,8,PLS,16:9,
Acer,UM.HT2AA.002,27.0,2560 x 1440,60,5,,16:9,750.00
Acer,FT200HQLbmjj,20.0,1600 x 900,60,5,,16:9,
Samsung,S24C770T,24.0,1920 x 1080,,5,,16:9,
Samsung,S22C150N,21.5,1920 x 1080,,5,TN,16:9,
3M,M2467PW,24.0,1920 x 1080,,16,,16:9,
Samsung,S27B971D,27.0,2560 x 1440,60,5,PLS,16:9,
ViewSonic,VA2249S,21.5,1920 x 1080,60,5,IPS,16:9,
HP,E2T08A6#ABA,21.5,1920 x 1080,60,5,,16:9,
NEC,AS172-BK,17.0,1280 x 1024,76,5,TN,5:4,
NEC,PA272W-BK-SV,27.0,2560 x 1440,85,6,IPS,16:9,
Asus,VN289Q,28.0,1920 x 1080,60,5,VA,16:9,
AOC,E2460SD-TAA,24.0,1920 x 1080,60,5,TN,16:9,
Lenovo,60B0HAR1US,23.0,1920 x 1080,60,5,TN,16:9,
Lenovo,60B3HAR2US,17.0,1280 x 1024,60,5,TN,5:4,
LG,22MB35D-B,22.0,1920 x 1080,60,5,TN,16:9,
LG,22MB35P-B,22.0,1920 x 1080,60,5,TN,16:9,
LG,24M34D-B,23.6,1920 x 1080,60,5,TN,16:9,
NEC,E171M-BK,17.0,1280 x 1024,60,5,TN,5:4,294.41
Philips,231C5TJKFU,23.0,1920 x 1080,60,5,IPS,16:9,
LG,24MB35PY-B,23.8,1920 x 1080,60,5,IPS,16:9,
Samsung,S24D360HL,23.6,1920 x 1080,60,5,TN,16:9,
Samsung,P2370HD-1,23.0,1920 x 1080,60,5,,16:9,
Lenovo,60B8AAR6US,18.5,1366 x 768,60,5,TN,16:9,
LG,22M34D-B,22.0,1920 x 1080,60,5,TN,16:9,
Samsung,S24C650BW,24.0,1920 x 1200,60,5,PLS,16:10,231.08
Asus,VN289QL,28.0,1920 x 1080,60,5,VA,16:9,
Dell,E2015HV,19.5,1600 x 900,60,5,,16:9,
Dell,E2215HV,21.5,1920 x 1080,60,5,,16:9,
HP,E221c,21.5,1920 x 1080,60,7,TN,16:9,
HP,E4U30AA#ABA,19.0,1280 x 1024,60,8,IPS,5:4,280.00
HP,F7M93UC#ABA,23.0,1920 x 1080,60,8,IPS,16:9,
LG,27MP35VQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
LG,27MB85R-B,27.0,2560 x 1440,60,5,IPS,16:9,
Acer,XB280HK bprz,28.0,3840 x 2160,60,1,TN,16:9,
Dell,E2715H,27.0,1920 x 1080,60,8,IPS,16:9,
Planar,PXL2470MW,23.6,1920 x 1080,60,14,IPS,16:9,169.99
Gateway,FHX2153L,21.5,1920 x 1080,60,5,TN,16:9,
Dell,E2414Hx,24.0,1920 x 1080,60,5,TN,16:9,413.84
LG,27MB85Z-B,27.0,2560 x 1440,60,5,IPS,16:9,
HP,E221i,21.5,1920 x 1080,60,8,IPS,16:9,
ViewSonic,VX2239WM,22.0,1920 x 1080,60,2,TN,16:9,
Acer,UM.FB6AA.003,24.0,1920 x 1200,60,6,IPS,16:10,211.62
AOC,E2727SHE,27.0,1920 x 1080,60,2,TN,16:9,
HP,K1M38AA,27.0,1920 x 1080,60,14,IPS,16:9,
ViewSonic,VG939SM,19.0,1280 x 1024,60,14,IPS,5:4,168.01
AOC,I2721VH,27.0,1920 x 1080,60,5,IPS,16:9,
Monoprice,12156,28.0,3840 x 2160,60,1,TN,16:9,
Planar,997-7848-00,24.0,1920 x 1080,60,5,IPS,16:9,
LG,23MP47HQ,23.0,1920 x 1080,60,5,IPS,16:9,
Philips,272S4LPJCB/27,27.0,2560 x 1440,60,5,TN,16:9,
Samsung,S27E360H,27.0,1920 x 1080,60,4,PLS,16:9,
Acer,K242HQL BBID,23.6,1920 x 1080,60,5,TN,16:9,
Lenovo,60C9MAR1US,24.0,1920 x 1200,60,7,IPS,16:10,
Asus,VN289QR,28.0,1920 x 1080,60,5,IPS,16:9,
Eizo,CX271-BK,27.0,2560 x 1440,60,6,IPS,16:9,
Lenovo,60D2HAR1US,19.0,1280 x 1024,60,7,IPS,5:4,
LG,22MB35D-I,21.5,1920 x 1080,60,5,IPS,16:9,
NEC,PA322UHD-BK,31.5,3840 x 2160,60,10,IPS,16:9,
ViewSonic,VG2437SMC,23.6,1920 x 1080,60,7,VA,16:9,
HP,J3G14A4#ABA,27.0,5120 x 2880,60,14,IPS,16:9,
Samsung,S27E650D,27.0,1920 x 1080,60,4,PLS,16:9,
Samsung,LS23E20KBSV/GO,23.0,1920 x 1080,60,5,TN,16:9,
Asus,VS228NL-P,21.5,1920 x 1080,60,5,TN,16:9,
LG,W2600H-PF,25.5,1920 x 1200,60,5,TN,16:10,
iiyama,XU2590HS-B1,25.0,1920 x 1080,60,5,IPS,16:9,
LG,23MP67VQ,23.0,1920 x 1080,60,5,IPS,16:9,
LG,29UC97C,29.0,2560 x 1080,60,5,IPS,21:9,
HP,Z24s,24.0,3840 x 2160,60,14,IPS,16:9,
NEC,P212-BK-SV,21.0,1600 x 1200,60,8,IPS,4:3,
NEC,P212-SV,21.0,1600 x 1200,60,8,IPS,4:3,
Samsung,LS19E20KBRV/GO,19.0,1280 x 1024,60,5,TN,5:4,
Samsung,S23E200B,23.0,1920 x 1080,60,5,TN,16:9,
Samsung,S27E650C,27.0,1920 x 1080,60,4,VA,16:9,
Lenovo,65ACGCC1US,23.8,1920 x 1080,75,7,IPS,16:9,
Acer,ET.VS0HP.A02,23.0,1920 x 1080,60,5,TN,16:9,
Acer,G246HYL bmjj (UM.QG6AA.001),23.8,1920 x 1080,60,6,IPS,16:9,
Acer,UM.CB6AA.002,19.0,1440 x 900,60,5,TN,16:10,
Acer,UM.EV5AA.A01,22.0,1680 x 1050,60,5,TN,16:10,
Acer,V236HL,23.0,1920 x 1080,60,5,TN,16:9,
Acer,V276HLBMD,27.0,1920 x 1080,60,6,VA,16:9,
Asus,C620AQ,19.5,1440 x 900,60,5,IPS,16:10,
HP,Z34c,34.0,3440 x 1440,60,8,IPS,21:9,
HP,Z23i(D7Q13A8#ABA),23.0,1920 x 1080,60,8,IPS,16:9,
LG,27MP37HQ-B,27.0,1920 x 1080,60,5,IPS,16:9,
Acer,G277HL Abid,27.0,1920 x 1080,60,4,VA,16:9,
Acer,H277HU kmipuz,27.0,2560 x 1440,60,4,IPS,16:9,
HP,ProDisplay P242va,24.0,1920 x 1080,60,8,VA,16:9,
Lenovo,E2224,21.5,1920 x 1080,60,8,VA,16:9,
Samsung,U24E850R,23.5,3840 x 2160,60,4,PLS,16:9,
AOC,I2777FQ,27.0,1920 x 1080,60,5,IPS,16:9,
Asus,VP228T,21.5,1920 x 1080,75,1,TN,16:9,
AOC,E2260PWHU,21.5,1920 x 1080,60,2,TN,16:9,
Dell,U2717DA,27.0,2560 x 1440,60,8,IPS,16:9,
Dell,UP3017Q,30.0,3840 x 2160,60,,,16:9,
Pixio,PX245c,23.6,1920 x 1080,144,3,VA,16:9,
Pixio,PX325c,31.5,1920 x 1080,144,4,VA,16:9,
BenQ,GW2470ML,23.8,1920 x 1080,60,4,VA,16:9,
QNIX,QX3228R,32.0,1920 x 1080,144,1,VA,16:9,
Acer,CB351C bmidphzx,35.0,2560 x 1080,60,4,VA,21:9,
iiyama,Prolite B2280HS,22.0,1920 x 1080,60,5,TN,16:9,
AOC,E2250SWDAK,21.5,1920 x 1080,60,5,TN,16:9,
AOC,U3277PQU,31.5,3840 x 2160,60,4,IPS,16:9,
LG,27UD60-B,27.0,3840 x 2160,60,5,IPS,16:9,
Philips,221E1HSB/69,21.6,1920 x 1080,60,5,TN,16:9,
AOC,PDS241,23.8,1920 x 1080,60,4,IPS,16:9,
Philips,236V4LHAB,23.0,1920 x 1080,60,5,TN,16:9,
Samsung,T190GN,19.0,1440 x 900,60,2,TN,16:10,
Dell,E2318HN,23.0,1920 x 1080,60,5,IPS,16:9,
Asus,C624BQH,24.1,1920 x 1200,60,5,IPS,16:10,
VIOTEK,GN30CB,30.0,2560 x 1080,75,8,VA,21:9,
Acer,H277HK smipuz,27.0,3840 x 2160,60,4,IPS,16:9,
Acer,V276HL Cbmd,27.0,1920 x 1080,60,5,VA,16:9,
HP,EliteDisplay S240n,23.8,1920 x 1080,,7,IPS,16:9,
HP,ProDisplay P203,20.0,1600 x 900,60,,TN,16:9,
HP,Z24n G2,24.0,1920 x 1200,60,5,IPS,16:10,299.00
HP,ProDisplay P223A,21.5,1920 x 1080,60,5,VA,16:9,
NEC,E221N-BK,21.5,1920 x 1080,60,6,IPS,16:9,189.00
NEC,E241N-BK,23.8,1920 x 1080,60,6,IPS,16:9,
NEC,EA271Q-BK-SV,27.0,2560 x 1440,60,6,PLS,16:9,679.00
NEC,EX341R-BK,34.0,3440 x 1440,60,5,VA,21:9,829.95
NEC,AS224WMI-BK,21.5,1920 x 1080,60,6,IPS,16:9,249.00
NEC,EX341R-BK-SV,34.0,3440 x 1440,60,5,VA,21:9,890.50
NEC,EA241F-BK-SV,23.8,1920 x 1080,60,5,IPS,16:9,401.22
Philips,329P9H,31.5,3840 x 2160,60,5,IPS,16:9,
V7,L236VA-2N,23.6,1920 x 1080,60,5,VA,16:9,
V7,L270E-3N,27.0,1920 x 1080,60,5,TN,16:9,
ViewEra,V178HB,17.0,1280 x 1024,60,5,TN,5:4,208.98
ViewEra,V198HB,19.0,1280 x 1024,60,5,TN,5:4,224.98
ViewSonic,VG2765,27.0,2560 x 1440,60,5,IPS,16:9,1149.25
NEC,AS221F-BK,21.5,1920 x 1080,60,6,IPS,16:9,159.00
ViewEra,V191HV2,19.0,1280 x 1024,60,5,TN,5:4,247.98
Asus,VW222U,22.0,1680 x 1050,75,2,TN,16:10,
NEC,MultiSync PA271Q-BK,27.0,2560 x 1440,60,8,IPS,16:9,1220.00
Kogan,KAMN49F14UHLC,49.0,3840 x 1080,144,8,VA,32:9,
NEC,EA271U-BK,27.0,3840 x 2160,60,5,IPS,16:9,544.00
DoubleSight,DS-2200WA-C,21.5,1920 x 1080,,5,TN,16:9,725.24
Acer,UM.WV6AA.A02 (V226HQL Abmd),21.5,1920 x 1080,60,8,TN,16:9,264.58
Asus,C622AQ,21.5,1920 x 1080,60,5,IPS,16:9,
Acer,B246HYL ymipr,23.8,1920 x 1080,60,5,IPS,16:9,
LG,27BK85U-W,27.0,3840 x 2160,60,,,16:9,
NEC,EA245WMI-BK,24.0,1920 x 1200,60,5,IPS,16:10,329.00
Planar,PXL3280W,31.5,2560 x 1440,60,8,IPS,16:9,327.24
Planar,PLL2251MW,21.5,1920 x 1080,60,12.5,IPS,16:9,125.00
ViewSonic,VP2765-LED,27.0,1920 x 1080,,5,,16:9,381.08
NEC,EA273WM-BK,27.0,1920 x 1080,,5,TN,16:9,795.00
NEC,E322,32.0,1366 x 768,,8,,16:9,
Planar,PLL2210MW,22.0,1920 x 1080,,5,,16:9,229.99
NEC,EA223WM-BK,22.0,1680 x 1050,,5,TN,16:10,239.00
HP,C9E49AA#ABA,21.5,1920 x 1080,,5,TN,16:9,
NEC,V322,32.0,1366 x 768,60,8,,16:9,868.00
NEC,PA272W,27.0,2560 x 1440,85,6,IPS,16:9,1123.61
NEC,EA274WMI-BK,27.0,2560 x 1440,60,6,IPS,16:9,535.27
Planar,997-7687-00,20.0,1600 x 900,60,5,,16:9,
NEC,EA275UHD-BK,27.0,3840 x 2160,60,6,IPS,16:9,664.94
HP,Z23N,23.0,1920 x 1080,60,7,IPS,16:9,199.00
NEC,EA295WMi-BK-SV,29.0,2560 x 1080,60,6,IPS,21:9,680.76
ViewEra,V215HBM,21.5,1920 x 1080,60,5,TN,16:9,250.98
ViewEra,V191BN2,19.0,1280 x 1024,60,5,TN,5:4,244.98
AOC,2036S,20.0,1600 x 900,,5,,16:9,
AOC,2436V,24.0,1920 x 1080,,5,,16:9,
AOC,E2043F,20.0,1600 x 900,,5,,16:9,
ViewSonic,VG732M,17.0,1280 x 1024,,5,,5:4,
ViewSonic,VG2428WM,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2248m-LED,22.0,1920 x 1080,,5,,16:9,
ViewSonic,VX2253mh-LED,22.0,1920 x 1080,,5,,16:9,
ViewSonic,VG2228WM,22.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2448m-LED,24.0,1920 x 1080,,5,,16:9,
ViewSonic,VA926g,19.0,1280 x 1024,,5,,5:4,
ViewSonic,VA1948m-LED,19.0,1440 x 900,,5,,16:10,
ViewSonic,VA2033-LED,20.0,1600 x 900,,5,,16:9,
ViewSonic,VG2236wm-LED,22.0,1920 x 1080,,5,,16:9,
ViewSonic,VA2333-LED,23.0,1920 x 1080,,5,,16:9,
ViewSonic,VA1932WM,19.0,1440 x 900,,5,,16:10,
ViewSonic,VA2232WM,22.0,1680 x 1050,,5,,16:10,
Samsung,B1940EW,19.0,1440 x 900,,5,,16:10,
Samsung,B1940ER,19.0,1280 x 1024,,5,,5:4,
Samsung,MD230,23.0,1920 x 1080,,8,,16:9,
Samsung,B2240MW,22.0,1680 x 1050,,5,,16:10,
Samsung,S24A300B,24.0,1920 x 1080,,5,,16:9,
Samsung,S23A300B,23.0,1920 x 1080,,5,,16:9,
Samsung,T23A950,23.0,1920 x 1080,120,5,,16:9,
Samsung,T27A750,27.0,1920 x 1080,120,5,,16:9,
Samsung,T23A750,23.0,1920 x 1080,,5,,16:9,
Dell,U2211H,21.5,1920 x 1080,,8,IPS,16:9,
Dell,U2711,27.0,2560 x 1440,60,6,IPS,16:9,
V7,D1912-N6,19.0,1280 x 1024,,5,,5:4,
V7,D1912B-N6,19.0,1280 x 1024,,5,,5:4,
V7,D1711B-N6,17.0,1280 x 1024,,5,,5:4,
Acer,S212HLbd,21.5,1920 x 1080,,5,TN,16:9,
Acer,B193DJbmdh,19.0,1280 x 1024,,5,,5:4,
Acer,V233HAJbd,23.0,1920 x 1080,,5,,16:9,
Acer,V213HBJbd,21.5,1920 x 1080,,5,,16:9,
Acer,G185HAb,18.5,1366 x 768,,5,,16:9,
Acer,V193WEJbm,19.0,1440 x 900,,5,,16:10,
Acer,V193DJbm,19.0,1280 x 1024,,5,,5:4,
Acer,V193DJb,19.0,1280 x 1024,,5,,5:4,
Acer,V173DJbd,17.0,1280 x 1024,,5,,5:4,
Acer,V173DJb,17.0,1280 x 1024,,5,,5:4,
Acer,G245HQAbd,23.6,1920 x 1080,,5,TN,16:9,
Acer,B243HLbmdrz,24.0,1920 x 1080,,5,,16:9,
Asus,VW248TLB,24.0,1920 x 1080,,5,,16:9,
Asus,VB171T,17.0,1280 x 1024,,5,,5:4,
Asus,VW193TR,19.0,1440 x 900,,5,,16:10,
Asus,VH202T-P,20.0,1600 x 900,,5,,16:9,
Asus,ML249H,24.0,1920 x 1080,,8,,16:9,
Asus,VH196T-P,19.0,1440 x 900,,5,,16:10,
Asus,VW226T-TAA,22.0,1680 x 1050,,5,,16:10,
Asus,ML248H,24.0,1920 x 1080,,2,,16:9,
Asus,VE276Q,27.0,1920 x 1080,,2,,16:9,
Asus,VE198D,19.0,1440 x 900,,5,,16:10,
Asus,VW199T-P,19.1,1440 x 900,,5,,16:10,
Asus,VW224T,22.0,1680 x 1050,,5,,16:10,
BenQ,BL2400PU,24.0,1920 x 1080,,8,,16:9,
LG,E2770V-BF,27.0,1920 x 1080,,14,,16:9,
LG,E2750VR-SN,27.0,1920 x 1080,,5,TN,16:9,
LG,E2281VR-BN,22.0,1920 x 1080,,5,,16:9,
LG,E2370V-BF,23.0,1920 x 1080,,14,IPS,16:9,
NEC,LCD175M,17.0,1280 x 1024,,5,,5:4,
NEC,MD212MC,21.3,1600 x 1200,,20,,4:3,
HP,LE1911i,19.0,1280 x 1024,,5,,5:4,
Hannspree,HX-191DPB,19.0,1280 x 1024,,5,,5:4,
Hannspree,HZ194APB,18.5,1366 x 768,,5,,16:9,
Compaq,LA1905wg,19.0,1440 x 900,,5,TN,16:10,
Compaq,LE1911i,19.0,1280 x 1024,,5,,5:4,
Planar,PL1910M-WH,19.0,1280 x 1024,,5,,5:4,
Compaq,LE1711,17.0,1280 x 1024,,5,,5:4,
Planar,PX2210MW,21.6,1920 x 1080,,5,,16:9,
Lenovo,L2251X,22.0,1680 x 1050,,5,,16:10,
Compaq,LA1905wg,19.0,1440 x 900,,5,TN,16:10,
Lenovo,L1951P,19.0,1440 x 900,,5,,16:10,
Planar,997-2795-00-BN,17.0,1280 x 1024,,5,,5:4,
HP,ZR22w,21.5,1920 x 1080,,8,IPS,16:9,
Planar,PL1711M-WH,17.0,1280 x 1024,,5,,5:4,
Planar,PL1700M,17.0,1280 x 1024,,8,,5:4,
Lenovo,L2021,20.0,1600 x 900,,5,TN,16:9,
Planar,PL1911M-BK,19.0,1280 x 1024,,5,,5:4,
HP,ZR22w,21.5,1920 x 1080,,8,IPS,16:9,
NEC,LCD2490W2-BK-SV,24.0,1920 x 1200,,8,IPS,16:10,
HP,LE1911,19.0,1280 x 1024,,5,,5:4,
NEC,PA271W-BK,27.0,2560 x 1440,,16,,16:9,
NEC,PA241W-BK,24.1,1920 x 1200,,8,,16:10,
Lenovo,L2440p,24.0,1920 x 1200,,5,,16:10,
NEC,LCD2090UXi-BK-1,20.1,1600 x 1200,,16,IPS,4:3,
Planar,PX2411MW,23.6,1920 x 1080,,2,,16:9,
Planar,PL2010MW,20.0,1600 x 900,,5,,16:9,
NEC,EA232WMi,23.0,1920 x 1080,,14,IPS,16:9,
Planar,SA2311W,23.0,1920 x 1080,120,2,,16:9,
NEC,EX231W-BK,23.0,1920 x 1080,,5,,16:9,
Planar,PJ19W,18.5,1366 x 768,,5,,16:9,
NEC,EA192M-BK,19.0,1280 x 1024,,5,,5:4,229.00
Planar,PX2211MW,21.6,1920 x 1080,,5,,16:9,
NEC,EA241WM-BK,24.0,1920 x 1200,,5,,16:10,
NEC,AS171-BK,17.0,1280 x 1024,,5,,5:4,299.58
NEC,AS191WM-BK,19.0,1440 x 900,,5,,16:10,
NEC,E222W-BK,22.0,1680 x 1050,,5,,16:10,
Planar,997-5260-00-BN,19.0,1440 x 900,,5,,16:10,
Samsung,TC240,23.6,1920 x 1080,,5,,16:9,
Planar,PL1920M,19.0,1280 x 1024,,5,,5:4,
Planar,SA2311W,23.0,1920 x 1080,120,2,,16:9,
Planar,PL1911MW,19.0,1440 x 900,,5,,16:10,
Acer,B243H AJbdr,24.0,1920 x 1080,,2,,16:9,
Samsung,B2430H,24.0,1920 x 1080,,5,,16:9,
Hannspree,HH193DPB,19.0,1280 x 1024,,5,,5:4,
NEC,E201W-BK,20.0,1600 x 900,,,,16:9,
Acer,B273Hbmidhz,27.0,1920 x 1080,,5,,16:9,
Acer,B223WGJbmdr,22.0,1680 x 1050,,5,,16:10,
Hannspree,HL193ABB,18.5,1366 x 768,,5,,16:9,
NEC,AS231WM-BK,23.0,1920 x 1080,,5,,16:9,
Samsung,P1980ER,19.0,1280 x 1024,,5,,5:4,
Planar,PL1700M-BK(997-2796-00),17.0,1280 x 1024,,5,,5:4,
Planar,PL1910W,18.5,1366 x 768,,5,,16:9,
ViewSonic,VA1906a-LED,19.0,1366 x 768,,5,,16:9,
NEC,PA231W-BK,23.0,1920 x 1080,,8,,16:9,
Samsung,S27A750D,27.0,1920 x 1080,,2,,16:9,
Acer,V203HCJbd,20.0,1600 x 900,,5,,16:9,
NEC,AS221WM-BK,22.0,1680 x 1050,,5,,16:10,499.00
ViewSonic,VA1931wm,19.0,1366 x 768,,5,,16:9,
LG,W1943SS-PF,18.5,1366 x 768,,5,,16:9,
HP,LA2006x,20.0,1600 x 900,,5,,16:9,
Planar,PL1900,19.0,1280 x 1024,,5,,5:4,
HP,LE1901wi,19.0,1440 x 900,,5,TN,16:10,
Dell,E2011H,20.0,1600 x 900,,5,,16:9,241.29
Acer,H274HLbmd,27.0,1920 x 1080,,5,TN,16:9,
Dell,P2011H,20.0,1600 x 900,,5,TN,16:9,
Hannspree,HK241DPB,23.6,1920 x 1080,,5,,16:9,
LG,N1941W-KIT,19.0,1366 x 768,,5,,16:9,
Hannspree,HF-237HPB,23.0,1920 x 1080,,5,,16:9,
ViewEra,V196BN,19.0,1280 x 1024,,5,,5:4,
ViewSonic,VG2732m-LED,27.0,1920 x 1080,,3,,16:9,
Planar,PL2210W,22.0,1920 x 1080,,5,,16:9,
Planar,997-6502-00,24.0,1920 x 1080,,5,,16:9,
Planar,PL1702,17.0,1280 x 1024,,5,,5:4,
Samsung,NC190-1,19.0,1280 x 1024,,5,,5:4,
LG,E2210P-BN,22.0,1680 x 1050,,5,,16:10,
ViewEra,V172BN-B,17.0,1280 x 1024,,8,,5:4,
ViewEra,V172SV-B,17.0,1280 x 1024,,8,,5:4,
ViewEra,V191BN-B,19.0,1280 x 1024,,5,,5:4,
ViewEra,V191HV-B,19.0,1280 x 1024,,5,,5:4,
ViewSonic,CD3225,32.0,1920 x 1080,,8,,16:9,
NEC,V321-2,32.0,1366 x 768,,8,,16:9,
Acer,V193DJbd,19.0,1280 x 1024,,5,,5:4,
iZ3D,H220Z1,22.0,1680 x 1050,,5,,16:10,
DoubleSight,DS-220C,21.5,1920 x 1080,,5,TN,16:9,
DoubleSight,DS- 2200WA,21.5,1920 x 1080,,5,TN,16:9,
DoubleSight,DS-275W,27.0,2560 x 1440,,6,,16:9,
DoubleSight,DS-277W,27.0,2560 x 1440,,6,IPS,16:9,
DoubleSight,DS-1900SA,19.0,1280 x 1024,,5,,5:4,
HP,ZR2040w,20.0,1600 x 900,,7,IPS,16:9,
Planar,PL1900,19.0,1280 x 1024,,5,,5:4,
DoubleSight,DS-307W,30.0,2560 x 1600,,7,IPS,16:10,
HP,LP2480zx,24.0,1920 x 1200,,12,IPS,16:10,
Compaq,LA2306x,23.0,1920 x 1080,,5,,16:9,
Compaq,LE1911,19.0,1280 x 1024,,5,,5:4,
Dell,ST2321L,23.0,1920 x 1080,,5,,16:9,
HP,2511x (XP599AA#ABA),25.0,1920 x 1080,,5,TN,16:9,
ViewEra,V185MV,18.5,1366 x 768,,5,,16:9,
Samsung,BX2050,20.0,1600 x 900,,5,,16:9,
Hannspree,HL196DBB,19.0,1280 x 1024,,5,,5:4,
ViewSonic,V3D231,23.0,1920 x 1080,,2,,16:9,
Acer,V203HL BJbmd,20.0,1600 x 900,60,5,TN,16:9,
AOC,e2051Sn,20.0,1600 x 900,60,5,,16:9,
AOC,e2352Phz,23.0,1920 x 1080,60,5,,16:9,
AOC,2236Vwa,22.0,1920 x 1080,60,5,,16:9,
Acer,HR274Hbmii,27.0,1920 x 1080,60,2,TN,16:9,
Acer,V213HLBJbmd,21.5,1920 x 1080,60,5,TN,16:9,316.58
Dell,U3011,30.0,2560 x 1600,60,7,IPS,16:10,
BenQ,GW2450HM,24.0,1920 x 1080,,4,,16:9,
Samsung,S24A450BW-1,24.0,1920 x 1200,,5,,16:10,
Samsung,C24B750X,24.0,1920 x 1080,,5,TN,16:9,
Samsung,T27B750ND,27.0,1920 x 1080,,5,TN,16:9,
Samsung,S22A460B-1,21.5,1920 x 1080,,5,,16:9,
Samsung,EX2020X,20.0,1600 x 900,,5,,16:9,
Samsung,S24A460B-1,24.0,1920 x 1080,,5,,16:9,
Samsung,S19A450BR,19.0,1280 x 1024,,5,TN,5:4,
Samsung,S19A450MW,19.0,1440 x 900,,5,TN,16:10,
Samsung,S24A450MW,24.0,1920 x 1200,60,5,TN,16:10,
