brand,model,capacity,price_per_gb,type,cache,form_factor,interface,price
Seagate,ST500LM033,500 GB,,5400RPM,,"2.5""",SATA 6 Gb/s,
ADATA,XPG SX8800 Pro,512 GB,,SSD,,M.2-2280,M.2 (M),
Asura,Genesis Xtreme,256 GB,,SSD,,M.2-2280,M.2 (M),
VisionTek,PRO HXS,500 GB,$0.170,SSD,,"2.5""",SATA 6 Gb/s,84.99
Samsung,PM871b,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Ultrastar C10K1200,1.2 TB,$0.062,10000RPM,64,"2.5""",SAS 6 Gb/s,75.00
Seagate,ST6000NM0014,6 TB,$0.035,7200RPM,128,"3.5""",SAS 12 Gb/s,208.99
MyDigitalSSD,Bullet Proof 4 Eco,128 GB,$0.742,SSD,,mSATA,mSATA,94.99
Seagate,Nytro Enterprise,960 GB,$0.221,SSD,,"2.5""",SATA 6 Gb/s,211.95
Intel,DC P4510,2 TB,$0.218,SSD,,"2.5""",U.2,435.64
Seagate,Constellation ES.3,3 TB,$0.058,7200RPM,128,"3.5""",SAS 6 Gb/s,174.99
Western Digital,AV,250 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Hitachi,Ultrastar He10,8 TB,$0.037,7200RPM,256,"3.5""",SATA 6 Gb/s,298.10
VisionTek,PRO2,500 GB,$0.167,SSD,,M.2-2280,M.2 (M),83.39
VisionTek,PRO2,1 TB,$0.417,SSD,,M.2-2280,M.2 (M),416.73
Intel,D3-S4610,240 GB,$0.428,SSD,,"2.5""",SATA 6 Gb/s,102.63
Kingston,DC500R,960 GB,$0.184,SSD,,"2.5""",SATA 6 Gb/s,176.17
Super Talent,FE8256MD2D,256 GB,$1.253,SSD,,"2.5""",PATA 133,320.70
Western Digital,SN520,512 GB,,SSD,,M.2-2280,M.2 (B+M),
Western Digital,CaviarBlue,250 GB,$0.348,7200RPM,8,"3.5""",PATA 100,86.91
Hitachi,Ultrastar,500 GB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,Travelstar 7K500,320 GB,$0.163,7200RPM,16,"2.5""",SATA 3 Gb/s,52.00
Transcend,MTS400,64 GB,$1.715,SSD,,M.2-2242,M.2 (B+M),109.79
Kingston,SSDNow V310,960 GB,$0.826,SSD,,"2.5""",SATA 6 Gb/s,793.28
Kingston,Savage,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,2 TB,$0.179,7200RPM,128,"3.5""",SATA 6 Gb/s,357.28
Seagate,IronWolf NAS,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,0TS1351,1.92 TB,,SSD,,PCI-E,PCIe x8,
Lenovo,4XB0W79580,256 GB,$0.535,SSD,,M.2-2280,M.2 (M),136.97
Western Digital,RE2,750 GB,$0.200,7200RPM,16,"3.5""",SATA 3 Gb/s,149.94
Western Digital,RE2,160 GB,$0.531,7200RPM,16,"3.5""",SATA 3 Gb/s,85.00
Western Digital,CaviarBlue,640 GB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Western Digital,ScorpioBlue,640 GB,$0.098,5400RPM,8,"2.5""",SATA 3 Gb/s,62.50
Western Digital,AV,320 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Western Digital,AV-GP,1 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Western Digital,AV-GP,750 GB,,5400RPM,8,"3.5""",SATA 3 Gb/s,
Hitachi,Ultrastar,500 GB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,Deskstar,750 GB,$0.360,7200RPM,32,"3.5""",SATA 3 Gb/s,269.89
Hitachi,Deskstar,320 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,640 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 EG,750 GB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F1 DT,320 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint MP4,500 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint M7,320 GB,$0.203,5400RPM,8,"2.5""",SATA 3 Gb/s,65.00
Samsung,Spinpoint M7,400 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Limited,100 GB,$3.090,SSD,,"2.5""",SATA 3 Gb/s,309.00
OCZ,Vertex 2,240 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex Turbo,60 GB,$0.999,SSD,,"2.5""",SATA 3 Gb/s,59.95
Seagate,Barracuda,160 GB,$0.531,7200RPM,8,"3.5""",SATA 3 Gb/s,85.00
Kingston,SSDNow V Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-M,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,X25-V,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
OCZ,Vertex 2,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force,80 GB,$2.225,SSD,,"2.5""",SATA 3 Gb/s,178.01
ADATA,S599,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
ADATA,S599,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Western Digital,CaviarGreen,2.5 TB,,5400RPM,64,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V+100,512 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Intel,320 Series,160 GB,$0.962,SSD,,"2.5""",SATA 3 Gb/s,153.84
Intel,320 Series,300 GB,$2.531,SSD,,"2.5""",SATA 3 Gb/s,759.24
Seagate,SV35 Series,2 TB,,5900RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Momentus 5400.6,160 GB,$0.938,5400RPM,8,"2.5""",SATA 3 Gb/s,150.00
Seagate,Momentus 5400.6,320 GB,$0.141,5400RPM,8,"2.5""",SATA 3 Gb/s,45.00
Intel,320 Series,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force Series 3,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,Spinpoint M Series,160 GB,$0.312,5400RPM,8,"2.5""",SATA 1.5 Gb/s,49.95
Western Digital,ScorpioBlue,250 GB,,5400RPM,8,"2.5""",SATA 1.5 Gb/s,
Kingston,HyperX,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,320 Series,300 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force Series GT,180 GB,$2.192,SSD,,"2.5""",SATA 6 Gb/s,394.59
Intel,320 Series,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Colossus 2 Series,960 GB,,SSD,,"3.5""",SATA 3 Gb/s,
Western Digital,VelociRaptor,150 GB,,10000RPM,32,"2.5""",SATA 3 Gb/s,
Toshiba,MK6461GSYN,640 GB,$0.103,7200RPM,16,"2.5""",SATA 3 Gb/s,65.68
Corsair,Force Series 3,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Agility 3,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,PX-M3S Series,128 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Mushkin,Chronos,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,520 Series Cherryville,180 GB,$1.666,SSD,,"2.5""",SATA 6 Gb/s,299.95
Corsair,Nova Series 2,30 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Samsung,Spinpoint F3,500 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Western Digital,VelociRaptor,300 GB,$0.533,10000RPM,32,"2.5""",SATA 3 Gb/s,160.00
Verbatim,Verbatim SATA III,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Constellation ES.2,2 TB,$0.123,7200RPM,64,"3.5""",SATA 6 Gb/s,246.00
Intel,320 Series,120 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Constellation ES,1 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Western Digital,RE4,2 TB,,7200RPM,64,"3.5""",SATA 3 Gb/s,
Transcend,Transcend MLC,128 GB,,SSD,,"2.5""",SATA 1.5 Gb/s,
Seagate,Momentus Thin,320 GB,$0.281,7200RPM,16,"2.5""",SATA 3 Gb/s,90.00
G.Skill,Phoenix III,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Neutron Series,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,MK6476GSX,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Toshiba,PH3200U-1I72,2 TB,$0.122,7200RPM,64,"3.5""",SATA 6 Gb/s,244.59
Corsair,Neutron Series,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,MK2576GSX dup,250 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Seagate,Barracuda,250 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Seagate,Barracuda ES,750 GB,$0.132,7200RPM,16,"3.5""",SATA 3 Gb/s,99.00
Seagate,ST640LM000,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Toshiba,HDKBB097,750 GB,,5400RPM,8,"2.5""",SATA 6 Gb/s,
Toshiba,Solid State Drive,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,Solid State Drive,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,240 GB,$2.086,SSD,,"2.5""",SATA 6 Gb/s,500.59
Hitachi,0G02001,3 TB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
OCZ,Vertex 450 Series,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,ST500LT032,500 GB,$0.183,5400RPM,16,"2.5""",SATA 6 Gb/s,91.69
Western Digital,AV-GP,4 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Samsung,840 EVO,250 GB,,SSD,,mSATA,mSATA,
Wintec,Industrial Grade I-Temp,16 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar NAS,3 TB,,7200RPM,64,"3.5""",SATA 6 Gb/s,
Intel,530 Series,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Wintec,FileMate,16 GB,,SSD,,"2.5""",SATA 3 Gb/s,
ADATA,Premier Pro SP920,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SanDisk,Extreme II,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Micron,Enterprise,100 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,Premier SP610,1 TB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,RevoDrive 350 Series,480 GB,,SSD,,PCI-E,PCIe x8,
ADATA,Premier SP610,512 GB,$0.670,SSD,,"2.5""",SATA 6 Gb/s,342.86
PNY,Optima,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,E50 Enterprise,100 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Toshiba,PH2100U-1SHD,1 TB,,Hybrid,32,"2.5""",SATA 6 Gb/s,
Transcend,MTS800,512 GB,$0.464,SSD,,M.2-2280,M.2 (B+M),237.73
Seagate,STBD2000102,2 TB,,5400RPM,32,"2.5""",SATA 6 Gb/s,
Western Digital,Purple,5 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,ST1000LM028,1 TB,,Hybrid,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow,240 GB,,SSD,,M.2-2280,M.2 (B+M),
Samsung,PM853T Data Center Series,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Samsung,845DC PRO,400 GB,,SSD,512,"2.5""",SATA 6 Gb/s,
Samsung,845DC PRO,800 GB,,SSD,,"2.5""",SATA 6 Gb/s,
MyDigitalSSD,Super Boot Drive,256 GB,,SSD,,M.2-2242,M.2 (B+M),
Seagate,Surveillance HDD,4 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Seagate,Surveillance HDD,6 TB,$0.064,5400RPM,128,"3.5""",SATA 6 Gb/s,384.19
SanDisk,SDSA6GM-128G-1122,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
VisionTek,Go Drive,240 GB,,SSD,,"1.8""",SATA 6 Gb/s,
Intel,DC S3610,200 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Ultrastar He8,8 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
PNY,CS2111,480 GB,$0.358,SSD,,"2.5""",SATA 6 Gb/s,171.92
Intel,535 Series,120 GB,$2.500,SSD,,"2.5""",SATA 6 Gb/s,300.00
Intel,535 Series,480 GB,$0.867,SSD,,"2.5""",SATA 6 Gb/s,416.28
Dell,341-9520,450 GB,,15000RPM,16,"3.5""",SAS 3 Gb/s,
Intel,535 Series,180 GB,$1.106,SSD,,"2.5""",SATA 6 Gb/s,199.00
PNY,Optima,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,HyperX 3K,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Neutron XT,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,S60,480 GB,$0.154,SSD,,"2.5""",SATA 6 Gb/s,74.13
Western Digital,RedPro,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Patriot,Blast,480 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,4 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Eluktro,Pro-X Performance,128 GB,,SSD,,M.2-2280,M.2 (M),
Seagate,ST980813AS,80 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
OCZ,Trion 100,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Silicon Power,S60,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vector 180,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Zotac,SONIX,480 GB,,SSD,512,PCI-E,PCIe x4,
Mushkin,ECO3,240 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Intel,540s,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,540s,360 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M7V,128 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Biwin,CSE25A00001-512,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Neutron XTi,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Corsair,Neutron XTi,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M8Pe,512 GB,,SSD,512,M.2-2280,M.2 (M),
Plextor,M8Pe,128 GB,,SSD,512,PCI-E,PCIe x4,
Mushkin,TRIACTOR,250 GB,,SSD,,"2.5""",SATA 6 Gb/s,
SanDisk,Z410,480 GB,$0.356,SSD,,"2.5""",SATA 6 Gb/s,170.90
Hyundai Technology,Cobalt,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hyundai Technology,Sapphire,960 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Seagate,Enterprise NAS,8 TB,$0.067,7200RPM,256,"3.5""",SATA 6 Gb/s,535.92
ADATA,XPG SX950,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
ADATA,SX7000,256 GB,,SSD,,M.2-2280,M.2 (M),
Intel,540 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Plextor,M9Pe,512 GB,,SSD,,M.2-2280,M.2 (M),
Toshiba,RC100,120 GB,,SSD,,M.2-2242,M.2 (B+M),
Samsung,860 Evo,250 GB,,SSD,,mSATA,mSATA,
Micron,5200 Pro,1.92 TB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Ultrastar,2 TB,,7200RPM,,"3.5""",SATA 6 Gb/s,
SanDisk,X600,1 TB,$0.223,SSD,,"2.5""",SATA 6 Gb/s,223.42
Micron,2200,1 TB,,SSD,,M.2-2280,M.2 (M),
Intel,DC S3520,960 GB,$1.191,SSD,,"2.5""",SATA 6 Gb/s,1142.97
Intel,DC P3100,256 GB,,SSD,,M.2-2280,M.2 (M),
Intel,5450s,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3510,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,DC S3520,150 GB,,SSD,,M.2-2280,M.2 (B+M),
Intel,DC S3520,480 GB,$0.288,SSD,,"2.5""",SATA 6 Gb/s,138.25
Intel,DC S3110,256 GB,$0.793,SSD,,"2.5""",SATA 6 Gb/s,202.97
Integral,UltimaPro X2,1.92 TB,,SSD,,M.2-2280,M.2 (M),
Timetec,MTFDDAV480MBF,480 GB,,SSD,,M.2-2280,M.2 (B+M),
Hitachi,Ultrastar DC SA620,1.6 TB,,SSD,,"2.5""",SATA 6 Gb/s,
VisionTek,PRO HXS,120 GB,$0.301,SSD,,"2.5""",SATA 6 Gb/s,36.17
Samsung,PM871b,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Angelbird,AV PRO MK3,1 TB,$0.390,SSD,,"2.5""",SATA 6 Gb/s,389.90
Seagate,Enterprise,6 TB,$0.041,7200RPM,128,"3.5""",SAS 12 Gb/s,247.50
Seagate,Enterprise,8 TB,$0.029,7200RPM,256,"3.5""",SAS 12 Gb/s,229.11
Intel,DC P4101,1.024 TB,$0.342,SSD,,M.2-2280,M.2 (M),349.99
VisionTek,PRO XPN,512 GB,$0.213,SSD,,M.2-2280,M.2 (M),109.19
Centon,MP Essential,1 TB,$0.173,SSD,,"2.5""",SATA 6 Gb/s,172.99
Western Digital,BLACKSERIES,160 GB,$0.289,7200RPM,16,"2.5""",SATA 6 Gb/s,46.32
Seagate,1200 SSD,800 GB,$0.486,SSD,,"2.5""",SAS 12 Gb/s,389.00
Plextor,M9Pe,512 GB,$0.300,SSD,,M.2-2280,M.2 (M),153.57
Seagate,Enterprise Performance,300 GB,$0.268,15000RPM,256,"2.5""",SAS 12 Gb/s,80.29
Intel,SSDPEDMX400G401,400 GB,,SSD,,PCI-E,PCIe x4,
Seagate,Barracuda 7200.9,160 GB,$0.937,7200RPM,8,"3.5""",SATA 6 Gb/s,149.94
Intel,D3-S4510,960 GB,$0.251,SSD,,M.2-2280,M.2 (B+M),240.99
Intel,D3-S4510,480 GB,$0.304,SSD,,M.2-2280,M.2 (B+M),145.99
VisionTek,PRO,250 GB,$0.184,SSD,,"2.5""",SATA 6 Gb/s,45.99
VisionTek,PRO XPN,1 TB,$0.203,SSD,,M.2-2280,M.2 (M),203.26
Western Digital,ScorpioBlack,160 GB,$0.387,7200RPM,16,"2.5""",SATA 3 Gb/s,61.99
Western Digital,AV-GP,2 TB,,5400RPM,32,"3.5""",SATA 3 Gb/s,
Hitachi,Travelstar 7K750,500 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Transcend,Transcend SLC,32 GB,,SSD,,"2.5""",SATA 1.5 Gb/s,
OCZ,RevoDrive X2,240 GB,,SSD,,PCI-E,PCIe x4,
Western Digital,WD7500BFCX,750 GB,$0.079,5400RPM,16,"2.5""",SATA 6 Gb/s,58.99
Kingston,SSDNow mS200,480 GB,$0.417,SSD,,mSATA,mSATA,199.99
Intel,DC P3600,400 GB,$1.149,SSD,,"2.5""",PCIe x4,459.74
Western Digital,Black,320 GB,$0.166,7200RPM,32,"2.5""",SATA 6 Gb/s,52.99
Seagate,ST1800MM0128,1.8 TB,$0.577,10000RPM,128,"2.5""",SAS 12 Gb/s,1038.00
Seagate,ST2000NX0323,2 TB,$0.083,7200RPM,128,"2.5""",SAS 12 Gb/s,165.00
Seagate,Enterprise NAS,6 TB,,7200RPM,128,"3.5""",SATA 6 Gb/s,
Plextor,M9Pe,1 TB,,SSD,,M.2-2280,M.2 (M),
VisionTek,PRO,250 GB,$0.288,SSD,,M.2-2280,M.2 (B+M),72.02
Western Digital,BlueMobile,320 GB,$0.141,5400RPM,16,"2.5""",SATA 6 Gb/s,44.99
Seagate,Enterprise Capacity,4 TB,$0.048,7200RPM,128,"3.5""",SAS 12 Gb/s,190.31
VisionTek,PRO,1 TB,$0.131,SSD,,"2.5""",SATA 6 Gb/s,131.44
Plextor,M8VG,256 GB,$0.338,SSD,,M.2-2280,M.2 (B+M),86.57
QNAP,M2080,64 GB,$2.148,SSD,,M.2-2280,M.2 (B+M),137.47
Intel,PRO 5450S,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Integral,UltimaPro X2,480 GB,,SSD,,M.2-2280,M.2 (M),
Western Digital,VelociRaptor,450 GB,,10000RPM,32,"3.5""",SATA 6 Gb/s,
Western Digital,VelociRaptor,150 GB,,10000RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,RE2,400 GB,,7200RPM,16,"3.5""",SATA 3 Gb/s,
Western Digital,RE2-GP,750 GB,$0.333,7200RPM,16,"3.5""",SATA 3 Gb/s,249.95
Western Digital,ScorpioBlack,250 GB,$0.340,7200RPM,16,"2.5""",SATA 3 Gb/s,84.89
Western Digital,ScorpioBlack,80 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Western Digital,ScorpioBlue,160 GB,$0.275,5400RPM,8,"2.5""",SATA 3 Gb/s,44.00
Western Digital,AV-GP,640 GB,,5400RPM,8,"3.5""",SATA 3 Gb/s,
Hitachi,Deskstar,1 TB,,7200RPM,32,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint F2 EG,1.5 TB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Samsung,Spinpoint MP4,320 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
OCZ,Colossus,500 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
OCZ,Colossus LT,250 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
OCZ,Vertex Limited,50 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,100 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility 2,200 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Agility,250 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Barracuda ES,750 GB,$0.080,7200RPM,32,"3.5""",SATA 3 Gb/s,59.99
Western Digital,CaviarSE,320 GB,$0.198,7200RPM,8,"3.5""",PATA 100,63.48
Corsair,Performance Series,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 2,90 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Pipeline HD,160 GB,,5900RPM,8,"3.5""",SATA 3 Gb/s,
Western Digital,RE4-GP,1.5 TB,,5400RPM,64,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V+100,128 GB,$3.906,SSD,,"2.5""",SATA 3 Gb/s,500.00
Intel,X25-M,80 GB,$2.487,SSD,,"2.5""",SATA 3 Gb/s,199.00
Crucial,RealSSD C300,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Vertex 2,90 GB,,SSD,,"3.5""",SATA 3 Gb/s,
OCZ,Agility 2,40 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force,160 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force,180 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Force,60 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Corsair,Nova,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Patriot,Inferno,60 GB,$4.226,SSD,,"2.5""",SATA 3 Gb/s,253.59
Samsung,470 Series,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar 7K1000.C,160 GB,,7200RPM,8,"3.5""",SATA 3 Gb/s,
Seagate,SV35 Series,500 GB,,7200RPM,16,"3.5""",SATA 6 Gb/s,
Seagate,SV35 Series,1 TB,,7200RPM,32,"3.5""",SATA 6 Gb/s,
Western Digital,CaviarGP,320 GB,,5400RPM,16,"3.5""",SATA 3 Gb/s,
Intel,510 Series,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Deskstar 5K1000,500 GB,,5400RPM,8,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V+ Series,256 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Hitachi,Deskstar,3 TB,,5400RPM,32,"3.5""",SATA 6 Gb/s,
G.Skill,PHOENIX EVO,115 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,M4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,M4,128 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Patriot,Torqx 2,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Seagate,Momentus 7200 FDE.2,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Hitachi,Travelstar Z5K320,320 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
Crucial,M4,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Solid 3,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Hitachi,Travelstar 7K500,250 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
Seagate,Momentus 7200 FDE.2,160 GB,,7200RPM,16,"2.5""",SATA 3 Gb/s,
OCZ,Vertex 3,60 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,CaviarGreen,750 GB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
OCZ,Vertex Plus,60 GB,,SSD,64,"2.5""",SATA 3 Gb/s,
OCZ,Colossus Plus Series,120 GB,,SSD,128,"3.5""",SATA 3 Gb/s,
Corsair,Force Series 3,90 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,CaviarGreen,2.5 TB,,5400RPM,64,"3.5""",SATA 6 Gb/s,
Hitachi,0J11562,640 GB,,5400RPM,8,"2.5""",SATA 3 Gb/s,
OCZ,Agility 3,480 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,AV-25,320 GB,$0.149,5400RPM,16,"2.5""",SATA 3 Gb/s,47.84
Plextor,PX-M2P Series,128 GB,,SSD,256,"2.5""",SATA 6 Gb/s,
Samsung,830 Series,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V200 Series,256 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,256 GB,$1.123,SSD,,"2.5""",SATA 6 Gb/s,287.54
Crucial,M4,64 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Intel,520 Series Cherryville,60 GB,$3.178,SSD,,"2.5""",SATA 6 Gb/s,190.65
Verbatim,Verbatim SATA III,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Kingston,SSDNow V+200,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
OCZ,Octane,512 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Transcend,SSD720,512 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Western Digital,AV-GP,2.5 TB,,5400RPM,64,"3.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,240 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,V4,64 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Crucial,V4,128 GB,,SSD,,"2.5""",SATA 3 Gb/s,
Kingston,SSDNow V+200,120 GB,,SSD,,"2.5""",SATA 6 Gb/s,
Crucial,V4,32 GB,,SSD,,"2.5""",SATA 3 Gb/s,
OCZ,R4,1.2 TB,,SSD,,PCI-E,PCIe x8,
OCZ,RevoDrive,50 GB,,SSD,,PCI-E,PCIe x4,
OCZ,RevoDrive X2,100 GB,,SSD,,PCI-E,PCIe x4,
